num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status_type_link,status_type_photo,status_type_status,status_type_video
0.1123142250530785,0.0243925678894711,0.076518691588785,0.0917197452229299,0.1400304414003044,0.0107913669064748,0.0063694267515923,0.0196078431372549,0.0,0.0,0.0,0.0,1.0
0.0318471337579617,0.0,0.0,0.0318471337579617,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0481953290870488,0.0112434492615531,0.0166471962616822,0.043312101910828,0.0319634703196347,0.0035971223021582,0.0063694267515923,0.0,0.0,0.0,0.0,0.0,1.0
0.0235668789808917,0.0,0.0,0.0235668789808917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0452229299363057,0.0,0.0,0.043312101910828,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.046072186836518,0.0002858504049547,0.0,0.0447983014861995,0.0076103500761035,0.0035971223021582,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.1067940552016985,0.0292520247737017,0.0210280373831775,0.0887473460721868,0.106544901065449,0.0359712230215827,0.0127388535031847,0.0,0.0967741935483871,0.0,0.0,0.0,1.0
0.0626326963906581,0.0215817055740829,0.0154789719626168,0.0552016985138004,0.0487062404870624,0.0035971223021582,0.0063694267515923,0.0,0.032258064516129,0.0,0.0,0.0,1.0
0.0430997876857749,4.7641734159123394e-05,0.0,0.0420382165605095,0.0076103500761035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0360934182590233,0.0004287756074321,0.0002920560747663,0.0354564755838641,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0445859872611465,9.52834683182468e-05,0.000876168224299,0.0428874734607218,0.0106544901065449,0.0035971223021582,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0471337579617834,0.0001905669366364,0.0,0.0452229299363057,0.0076103500761035,0.014388489208633,0.0,0.0,0.0,0.0,1.0,0.0,0.0
